age,income_inr,employment_years,marital_status,education_level,credit_history_length,outstanding_loans,loan_amount,loan_tenure_months,savings_account_balance,checking_account_balance,no_of_open_accounts,no_of_closed_accounts,total_credit_limit,total_current_balance,credit_utilization_ratio,no_of_inquiries_6m,no_of_inquiries_12m,max_credit_exposure,oldest_trade_open_months,newest_trade_open_months,default,month,log_income_inr,log_loan_amount,log_savings_account_balance,log_checking_account_balance,log_total_credit_limit,log_total_current_balance,log_max_credit_exposure
32,100000,2,2,0,4,3,60101,60,122595,14367,3,0,277002,63710,0.23,1,2,367356,57,4,0,2024-03,11.51293546492023,11.00379839783982,11.716649675524588,9.57275879054198,12.531783615435737,11.062112511110408,12.814089406263632
54,100000,25,2,0,25,3,495538,60,93359,3471,1,5,72937,26986,0.37,2,2,95129,300,23,1,2025-11,11.51293546492023,13.113401338030217,11.444218266960437,8.15248607578024,11.197365044189649,10.203110547555557,11.462999656200502
53,259144,18,0,1,18,0,779727,84,125430,20813,2,6,343980,79115,0.23,2,2,389432,224,200,0,2024-02,12.46514302958646,13.566700419900814,11.739511085561285,9.943381116197804,12.748341702272022,11.2786704089013,12.872447114092228
68,119957,22,0,0,19,1,78976,120,178719,10404,1,1,272610,65426,0.24,1,1,349392,238,80,0,2023-06,11.694896960499888,11.276911949819397,12.093575614303028,9.250041738827735,12.515801149594786,11.088690296285336,12.763952642136813
43,100000,15,0,0,19,0,315489,60,181307,10777,4,8,289587,228773,0.79,1,3,392182,239,16,1,2023-02,11.51293546492023,12.661882264740008,12.10795252152784,9.285262298493443,12.576214502171096,12.340489895667043,12.879483846572926
44,248979,20,0,2,21,3,614194,24,126693,100991,6,7,734990,139648,0.19,1,2,949932,252,88,0,2024-07,12.425127850935777,13.328067746284932,11.749530009228943,11.52279658476549,13.507613533222045,11.846887410588645,13.764146734773837
57,296376,23,1,1,25,3,180246,24,116182,68449,5,8,620984,341541,0.55,0,0,833504,308,53,0,2023-01,12.599387571552445,12.102083411458066,11.662921813213485,11.133858830716594,13.339062206034518,12.741225937253564,13.633394979955233
55,271014,18,1,1,23,0,1262906,48,381488,24554,5,9,266676,50668,0.19,0,0,300821,285,266,1,2025-02,12.509929448883558,14.04892676441722,12.851837295739184,10.108670778473344,12.493793467231193,10.833069562731493,12.61427400668122
64,458319,38,1,2,30,3,250952,12,896058,31231,4,3,365748,175559,0.48,1,2,518054,365,53,0,2023-07,13.03532290908246,12.433020949584249,13.705761538003454,10.349198489212819,12.809702584770635,12.075736143802171,13.157836693211355
60,278068,21,0,1,21,2,862128,120,420553,45328,7,3,796695,79669,0.1,1,3,975827,258,228,0,2023-04,12.535624563314741,13.66716019042125,12.94932816869953,10.72170228324594,13.588228454645423,11.285648382374411,13.791041620356788
42,100000,15,1,0,21,4,482805,12,60493,40304,1,7,158481,20602,0.13,1,1,236709,252,190,1,2024-08,11.51293546492023,13.087370195634506,11.010299465547192,10.604230809717702,11.973396301181747,9.933191975242458,12.374591042180436
47,139141,23,1,0,22,1,218342,36,120901,27124,1,0,137337,63175,0.46,0,0,138935,273,180,1,2023-08,11.843250273386113,12.293822499778338,11.702735579063244,10.208211090842761,11.830200319668752,11.053679761177417,11.84176867442695
55,431677,18,1,2,19,4,709593,120,345090,41765,4,7,1223688,244737,0.2,1,1,1456381,238,115,0,2025-01,12.975435218929269,13.472448254473889,12.751563429348746,10.639837890396722,14.017380624802033,12.407943529568703,14.191465835965072
21,365454,1,0,2,5,1,183422,84,625505,78198,7,6,278224,194756,0.7,2,5,303330,60,57,0,2023-08,12.808898431577154,12.11955023988366,13.346316201169236,11.267012138727853,12.536185417841626,12.179507906604371,12.622579897487645
55,415287,14,1,2,19,3,331640,120,645427,119000,6,6,965096,299179,0.31,2,3,1233204,232,200,0,2024-07,12.936727534426522,12.711808337543424,13.377668941606881,11.686887175419702,13.779983893404228,12.608800677928452,14.025127029478291
57,100000,28,0,0,26,0,70199,60,119850,3420,3,8,206315,70147,0.34,0,2,231403,313,192,1,2025-11,11.51293546492023,11.159103590013903,11.69400458359076,8.137688184977605,12.237164253007847,11.158362574789184,12.351920379677013
67,452652,32,1,2,29,0,1902022,180,265331,145422,7,9,325609,65121,0.2,0,0,445673,358,23,0,2023-04,13.022881106518872,14.458428614548533,12.488737151020157,11.887402015890855,12.693455625169614,11.084017712735514,13.007343022030032
34,291829,10,1,2,15,3,1244743,84,548369,61181,3,6,393056,39305,0.1,1,2,566367,189,40,1,2024-06,12.583926719930156,14.034440444247783,13.21470552057876,11.021608307592281,12.881709918502319,10.57913245795993,13.246999322590481
23,136209,2,0,1,6,1,513528,48,180335,3360,2,1,119159,27406,0.23,3,4,131723,83,14,0,2025-11,11.821953091441387,13.149061781926488,12.10257705648186,8.119993827725105,11.688222406827219,10.218553734200675,11.788464103475317
21,313654,0,1,2,6,3,654706,12,609250,107729,1,0,630835,25233,0.04,3,3,681515,76,18,0,2024-06,12.656048934733711,13.391943086291988,13.319985612848436,11.587383375888239,13.354801202829378,10.135947570487687,13.43207500746602
25,324859,1,0,2,6,1,1362993,24,383732,117581,1,0,549915,230964,0.42,0,1,790601,76,36,1,2024-03,12.691149599273388,14.125194308614688,12.857702277228018,11.67489124150711,13.217520818271929,12.350021462872835,13.580549959565783
46,221614,16,0,1,18,3,649104,84,365956,71324,4,6,113175,19239,0.17,0,0,133618,221,167,0,2025-05,12.30869692109512,13.383349769965239,12.810271119142644,11.175002176081701,11.636699408138771,9.864746724219698,11.80274774554187
34,108708,10,0,1,13,3,203218,48,177797,20016,4,4,319522,99051,0.31,1,4,388951,164,104,0,2025-11,11.596429866369977,12.22203949425225,12.08840335340475,9.904337191490706,12.67458453768919,11.503400243745157,12.871211221670807
59,305184,19,2,1,20,3,753116,36,216006,83684,3,3,419311,150951,0.36,0,1,465638,245,169,0,2025-01,12.628673429085024,13.5319758731981,12.283066093548602,11.33481502894774,12.946370551876452,11.92471718446755,13.051165934778048
47,131053,24,1,0,28,0,104312,120,252911,26975,7,4,150122,25520,0.17,4,5,182046,345,1,0,2023-05,11.783364730987003,11.555151273682098,12.440796881117176,10.202702860801582,11.91921023706207,10.147256921643994,12.112020174478511
29,275621,2,3,1,9,1,1309775,120,25573,98203,1,9,291085,93147,0.32,4,4,324748,118,81,1,2025-08,12.526785640770271,14.08536668819006,10.149331489371114,11.494802226710538,12.581374035138507,11.441944905053127,12.690807855236342
35,221506,8,1,1,10,3,727874,24,343109,66478,1,9,198699,43713,0.22,0,1,264858,120,92,0,2025-04,12.308209470676776,13.49788460913942,12.745806374443372,11.104641387298265,12.199551428539909,10.685423695910133,12.486952887894276
35,345087,11,1,2,15,4,1308070,180,666996,20451,5,5,1034516,217248,0.21,1,2,1292563,184,170,0,2023-05,12.751554735951816,14.084064090871667,13.410540827136522,9.92583595619989,13.849445209092163,12.2887994401251,14.072138400579828
46,317218,16,1,2,20,4,1124418,12,225501,104264,2,9,392644,117793,0.3,0,4,547357,241,152,0,2024-10,12.667347666066226,13.93277701577285,12.32608430706514,11.554691014202696,12.880661174734932,11.676692615116377,13.212858346302388
62,515521,37,0,2,30,0,1806836,120,677299,180367,2,5,780387,156077,0.2,1,1,902411,370,65,0,2024-11,13.152935258541122,14.407088360746402,13.425869585202996,12.102754487284313,13.567546510882988,11.958111161273326,13.712826457509856
33,100000,12,0,0,14,2,57767,12,114633,19793,3,0,267838,155346,0.58,1,3,335546,175,18,0,2024-05,11.51293546492023,10.964190268131018,11.649499723379419,9.893134140456636,12.498141332703996,11.95341660340203,12.723517315001045
52,257602,24,0,1,22,0,737816,36,395403,113442,6,1,542179,48796,0.09,0,1,612533,270,90,0,2025-07,12.459174919107255,13.511451105353917,12.88766330600537,11.63905578711444,13.203353328608715,10.795424114541712,13.325359730064466
59,101756,32,1,0,29,2,427140,36,176958,43210,7,2,144670,36167,0.25,2,3,212265,358,14,0,2024-02,11.530342897007296,12.964869448476017,12.083673346305565,10.673850371449209,11.882217477882874,10.495930028974442,12.265595484135751
69,277921,40,0,1,30,0,194637,24,340713,28925,1,3,763121,76312,0.1,1,2,962271,365,19,0,2024-02,12.535095777764525,12.178896702024423,12.73879869467449,10.272496123633678,13.545173192635447,11.242598582838149,13.777052433965956
52,437296,17,0,2,18,4,2100221,60,717608,198553,5,5,1038276,716410,0.69,0,0,1128326,217,82,0,2023-07,12.988367877098495,14.557553611392004,13.483680131454095,12.198816382415396,13.853073166452244,13.482009303601345,13.936246562646128
24,250713,4,0,2,12,3,603897,48,165209,58069,7,8,268200,147510,0.55,1,1,304777,146,109,1,2025-07,12.432068126225001,13.311160588483919,12.014972670924637,10.969404458366096,12.49949197838354,11.901658028252527,12.627338921711946
50,337525,16,1,1,15,1,609073,84,167326,124006,1,1,711957,370217,0.52,1,1,741468,188,7,1,2024-05,12.72939782336456,13.319695049983444,12.027705260683902,11.728093294606746,13.475774199890163,12.821847300305794,13.516388632538508
57,495451,21,1,2,18,3,1433436,24,440853,203514,4,7,1390233,27804,0.02,0,1,1409568,224,64,0,2023-10,13.113225756213179,14.175585614961708,12.996469033854979,12.223494991222044,14.144982636262132,10.232971139621664,14.15879454186774
43,347756,19,2,2,21,4,1427699,48,476977,91269,7,8,605496,205868,0.34,2,2,764717,258,2,1,2023-03,12.759259238986402,14.17157531577731,13.075225647213554,11.421577425510923,13.313804887380021,12.234995323157253,13.547262417397892
59,215168,27,0,1,28,1,567268,120,89323,45522,3,1,502208,120529,0.24,1,1,586860,337,263,1,2024-07,12.279179044848664,13.248588897012834,11.400025487754778,10.725972971725227,13.126771646691994,11.699653963582389,13.282543273495056
65,314087,38,0,2,30,2,1068830,12,432399,144296,7,8,919571,423002,0.46,0,2,1362700,371,28,0,2024-02,12.657428480403427,13.882076085834914,12.97710636474719,11.879628954525057,13.731663623386735,12.955134550201848,14.124979317574878
35,119915,9,1,1,8,2,329720,36,98148,15686,6,6,266935,72072,0.27,1,5,289802,107,92,0,2025-10,11.694546776649789,12.706002121298944,11.494242011165694,9.66058762285624,12.494764208275129,11.185434773248893,12.576956660782011
63,322794,36,2,1,30,4,1078366,12,516913,46271,7,8,244063,53693,0.22,1,1,340945,371,337,0,2025-08,12.684772725790806,13.890958417781755,13.155631795359815,10.742292305518436,12.405185764963965,10.891056542410913,12.739479385954477
49,255920,14,0,1,14,1,286921,24,31178,49540,7,5,284429,105238,0.37,0,2,329364,174,30,0,2023-03,12.45262408208685,12.56696568080021,10.347500070256531,10.81055588854814,12.558242456580114,11.563989233018624,12.704921837285564
56,287619,25,1,1,24,3,193850,240,389023,124407,7,1,571712,234401,0.41,2,2,635611,288,254,0,2023-11,12.56939544344037,12.174845101713574,12.87139631735552,11.731321765901173,13.256392396192412,12.364792869071803,13.362343593265093
33,100000,9,1,1,13,4,111605,60,131715,47061,2,7,118888,32099,0.27,0,0,176527,164,85,0,2024-12,11.51293546492023,11.622730090925005,11.788403368583102,10.759221160315827,11.685945563680873,10.376611309118108,12.081234783000088
52,222251,24,0,1,24,2,397000,48,418904,27921,1,9,643162,270128,0.42,0,1,901255,296,201,0,2023-12,12.311567152210802,12.891694078557842,12.94539944288681,10.237170187548593,13.374153470316653,12.506654901658829,13.711544624979386
27,253036,3,0,1,3,4,415004,48,364641,109984,6,8,382939,91905,0.24,1,3,503683,41,36,0,2025-12,12.441291002076179,12.936045847333027,12.806671329326251,11.608099271839823,12.855633597927197,11.428521594569496,13.129704366289777
42,210238,12,0,1,15,3,687118,180,336967,30261,3,7,345437,120902,0.35,2,4,465842,189,116,0,2025-07,12.256000257798274,13.44026277308918,12.727743249336326,10.317648079011516,12.752568456014412,11.702743850190807,13.051603946469656
48,157662,15,2,1,21,0,402274,36,285991,76609,2,1,355370,238097,0.67,1,1,531523,252,22,0,2024-10,11.968215122721586,12.904891213327351,12.563719117382794,11.246482895510866,12.780917593174161,12.380437632607672,13.183503630965745
22,149303,0,1,1,1,0,100727,48,204000,45799,1,7,270331,70286,0.26,1,1,350512,19,15,0,2024-06,11.913739774862965,11.520179093681536,12.225880174775122,10.732039370102276,12.507406112234786,11.16034213893475,12.767153074640582
62,229738,37,1,1,30,3,150914,24,141472,5376,5,2,334352,147114,0.44,1,1,351387,365,78,0,2025-03,12.344699160943339,11.92447204339426,11.859864165137518,8.589885876809678,12.719952600075338,11.898969872838789,12.769646305034225
65,305020,23,1,1,26,1,276850,84,532582,11097,3,2,210950,82270,0.39,2,5,217791,320,210,0,2023-03,12.628135905678343,12.531234734308885,13.185494032964078,9.314520190885846,12.259381158001073,11.317773955188168,12.291295757860578
26,100000,5,1,0,7,4,208886,240,150777,9079,1,8,199111,41813,0.21,1,1,265475,92,10,0,2025-03,11.51293546492023,12.249548714875838,11.923563835319053,9.11382947159534,12.201622759456543,10.640986490666574,12.489279720097986
48,266597,20,1,1,25,3,140716,48,233979,29335,2,8,711534,213460,0.3,0,0,945486,306,240,0,2025-12,12.493497184823138,11.854506060252977,12.362990920601593,10.286570709751162,13.475179887150373,12.271209425175432,13.759455417647152
48,100000,17,0,0,21,0,272294,84,143553,38845,2,8,221440,42073,0.19,0,1,304277,255,22,0,2023-12,11.51293546492023,12.514641316392641,11.874466550016443,10.567360390392079,12.307911467297199,10.647185251693974,12.625697036196248
64,255077,34,0,1,30,2,541531,48,444342,32376,5,3,370815,63038,0.17,1,1,390983,370,308,0,2024-05,12.449324659721036,13.202157438783322,13.004352065694949,10.385203573155552,12.823461261688967,11.05150886146178,12.876421917414115
64,497426,39,0,2,30,3,1492022,24,971235,241345,3,6,407548,93736,0.23,1,4,600094,360,170,0,2025-10,13.117204091146005,14.215643475176623,13.786324766145691,12.393986867510238,12.917916449832928,11.448248267550879,13.304843254998218
40,128743,10,1,1,11,3,481976,84,245523,41884,3,7,327116,32711,0.1,3,3,417262,134,48,0,2025-05,11.765581215498331,13.085651674051881,12.41114998111268,10.64268304658791,12.69807318405003,10.395497262044477,12.941471997419798
50,179813,17,0,1,18,3,292983,120,123062,63367,6,4,513252,189903,0.37,1,2,679944,221,69,0,2024-07,12.09967826228205,12.587873278999627,11.720451698349358,11.056714281144115,13.148524179968822,12.154273960296287,13.429767191528194
31,344957,3,1,2,11,0,416320,48,300906,42965,1,0,507322,126830,0.25,1,2,516162,132,1,0,2024-04,12.751177949472252,12.939211876301856,12.614556525890249,10.668164384234995,13.136903160591304,11.75061077060029,13.154177886053361
48,401203,25,0,2,24,0,702603,120,105755,179939,6,8,931435,614747,0.66,1,1,1378977,291,250,0,2023-04,12.902225305109948,13.462548711937425,11.568889832887661,12.10037874097111,13.744482760275842,13.328967706718124,14.136853203058621
45,345669,19,2,2,21,3,175577,180,184141,117717,2,5,527804,84448,0.16,0,0,676273,259,184,0,2025-11,12.753239841698603,12.075838667596324,12.123462478084038,11.676047212736556,13.176482176291826,11.343903080839608,13.42435359834672
59,400294,30,0,2,27,3,416329,36,708809,174093,2,2,702783,379502,0.54,0,0,900744,335,229,0,2024-10,12.899957054270631,12.93923349400243,13.47134278652563,12.067350662210092,13.462804868957384,12.846617780924916,13.710977477665152
53,130993,20,0,0,19,1,508087,24,98723,62760,7,2,339427,251175,0.74,0,0,499561,235,71,0,2023-10,11.78290679960765,13.138409939904777,11.50008335695693,11.047089140435771,12.735017126906259,12.433909167610537,13.121486993492107
21,100000,0,2,0,5,2,150263,60,126007,8030,5,9,70856,24091,0.34,1,2,103781,65,24,1,2023-01,11.51293546492023,11.920149026093256,11.74410067598157,8.991064332188461,11.168419040520687,10.089635114163611,11.550047824271978
47,166846,15,1,1,20,4,829950,24,225014,11072,5,0,304633,70065,0.23,3,3,338188,245,143,1,2024-09,12.024832503796118,13.6291219418855,12.3239223456311,9.312264991698108,12.62686633501303,11.157192933963753,12.731360189784606
33,100000,5,3,0,12,4,125524,60,157456,40563,3,7,103655,27986,0.27,1,2,151911,146,81,0,2025-10,11.51293546492023,11.740260220902906,11.96690768409919,10.610636252731886,11.548833003308646,10.23949539562907,11.931056684805252
61,363720,31,0,1,27,4,1472874,84,147837,158487,6,1,490845,211063,0.43,3,3,671628,330,49,0,2023-01,12.804142369203715,14.202726831015642,11.903872358645478,11.973434159654163,13.103885711958402,12.259916684002285,13.417461383717836
23,152046,1,0,1,8,0,558419,180,97976,45645,2,0,320980,105923,0.33,0,1,324013,107,87,1,2025-05,11.931944962559006,13.23286664640781,11.49248803623024,10.728671258963823,12.679137210329202,11.570477134808232,12.68854200371749
59,202209,36,1,1,30,0,394225,84,186892,39568,7,6,114869,10338,0.09,1,3,128644,367,177,0,2025-02,12.217062040329775,12.884679627893057,12.138291539558745,10.585801262389678,11.65155633313945,9.243678431586693,11.76481195181665
26,100434,5,2,1,7,1,199695,48,76474,33470,1,8,199317,21924,0.11,2,2,240473,85,68,1,2025-02,11.51726603106865,12.204551489158234,11.244719169019104,10.41843467126129,12.202656818229004,9.995382817240383,12.390367254575741
28,164355,3,0,1,4,0,498978,36,323231,27401,7,5,198640,119184,0.6,1,2,256525,52,31,0,2025-01,12.00979008587959,13.120319289679756,12.686125610628912,10.218371282413054,12.19925445440216,11.68843218676883,12.454985302978342
47,293150,17,2,1,15,3,1271005,24,491945,39406,4,7,637223,31861,0.05,1,2,860674,185,118,1,2023-09,12.588443113609467,14.055319270852817,13.106124233353244,10.581698744480091,13.364876521092159,10.36916935613284,13.665472244090472
29,324554,0,1,2,9,2,726300,12,319811,82537,1,7,277153,47116,0.17,1,1,306283,108,98,0,2025-07,12.69021029228964,13.495719808434837,12.675488602130162,11.32101407233697,12.532328587361517,10.760389149066027,12.632268055086927
57,272353,32,2,1,30,2,211157,24,480586,33704,5,8,637177,350447,0.55,0,0,903740,371,74,0,2023-02,12.514857969687629,12.260361947401885,13.082763552397228,10.42540147328754,13.364804330370518,12.766967614963976,13.714298093899302
53,339219,27,1,2,27,2,741154,24,246925,85543,1,6,717142,207971,0.29,0,1,1020390,328,37,0,2023-06,12.73440414342583,13.515965059191934,12.416843975580823,11.356786142436492,13.483030541815767,12.245158734237375,13.835696445140336
62,184987,28,0,0,29,2,265069,60,292716,88640,2,8,541661,303330,0.56,2,2,713638,350,330,1,2024-09,12.12804623709178,12.487749221030038,12.586961550938739,11.39234978350592,13.202397469656137,12.622579897487645,13.478132511220913
64,363260,28,2,2,30,4,1716923,240,176605,153693,6,8,1009168,363300,0.36,3,4,1473937,362,187,1,2025-02,12.802876863148844,14.356044875650111,12.081676541659794,11.942718891679489,13.82463777787733,12.80298697075161,14.203448288431574
